class,hash,time,token,type,amount,from,to,fee,USDAmount,priority
SPOT,0x1f63ca62a332274a2aa3040942614e0135001341f0777e2a7af7757b3397567f,1715945286897,PURR,Buy,94777,0xffffffffffffffffffffffffffffffffffffffff,0x8196e0648cb16e9151c2920618a58605706b5836,0,12804.3727,0
SPOT,0x3be40394a7d2e2075929040940c42c012200ff4b07c2f6605be9ab57ef3de58c,1715938239914,PURR,Buy,73437,0xffffffffffffffffffffffffffffffffffffffff,0x8196e0648cb16e9151c2920618a58605706b5836,0,129.996,0
SPOT,0x4c12e244bb2a2a562e8704093f9069019300e54199ec6a660c4233f7cc039af6,1715933004557,PURR,Buy,218126,0xffffffffffffffffffffffffffffffffffffffff,0x8196e0648cb16e9151c2920618a58605706b5836,0,380.94000000000005,0
SPOT,0x33ee80c6269342ba09da04093f8eec011f00af1ad9d4b93fb5dcd6265eb50d31,1715932979529,PURR,Buy,220199,0xffffffffffffffffffffffffffffffffffffffff,0x8196e0648cb16e9151c2920618a58605706b5836,0,11987.09151,0
TRANSFER,0x4df53c67b148069c0d3b04093f8a84019c0080489e233fb615e28fc2f143ebbb,1715932904583,USDC,InternalTransfer,700000,PERP,SPOT,0,700000,0
DEPOSIT,0x6569909b7701307b5d0fb7bccac682d45856dd2833c01d452b56896bf540c9b8,1715932846909,USDC,Deposit,700000,Arbitrum,0x8196e0648cb16e9151c2920618a58605706b5836,0,700000,0
SPOT,0xa8dd633a97eec3bbcbfc04093b804d013000d2ca16c53a809c11d973118fbee1,1715915288020,LICK,Genesis,4219093.87075,0x0000000000000000000000000000000000000000,0x8196e0648cb16e9151c2920618a58605706b5836,0,-,0
SPOT,0x720eba323a4dba61c2ac04092e98ed017a0049384e3e7bdebeaa4dfbf49ee32d,1715858992185,HFUN,Genesis,1830.2890729,0x0000000000000000000000000000000000000000,0x8196e0648cb16e9151c2920618a58605706b5836,0,-,0
SPOT,0xcd1a7d5328cf46316fa704087f30890202a6002d4bbbd0ec755d1acbe6961d5e,1713242668600,PURR,Genesis,3175129,0x0000000000000000000000000000000000000000,0x8196e0648cb16e9151c2920618a58605706b5836,0,-,0
WITHDRAW,0x4573089ef73128322a8ba6208dd2d7bfa987fab8dd0f2f85317655377d0520ed,1711079681398,USDC,Withdraw,-997335.443624,0x8196e0648cb16e9151c2920618a58605706b5836,Arbitrum,1,-997335.443624,0
VAULT,0xcda867c6e6016fbb5458040823c7bf0201650028b4766d538ea217a56ce2ff3b,1711079212640,USDC,closeVault,997113.112618,0x4eb02d60b1e0b33047d47db687627ae3b71f2416,0x8196e0648cb16e9151c2920618a58605706b5836,0,997113.112618,0
VAULT,0x59b517cb8c10a239cb480408233bfc012700c1da0d4ea68f0dfab2d02173d6f5,1711066288674,USDC,vaultLeaderCommission,13.626518,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,13.626518,0
VAULT,0x9c6dd1eb28bb0b9be9ad040823367701be002aced9813b3205101ea6ef5e76d3,1711065770725,USDC,vaultLeaderCommission,13.626518,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,13.626518,0
VAULT,0x7d201dcc5861ed3914cd04081fa25c011300da3e524c200d124ab7d145624ab1,1710980081971,USDC,vaultLeaderCommission,33.635111,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,33.635111,0
VAULT,0xe54909d277dd93c7b7cd04081d977e02020600a609364e327b6aa5231aeddc40,1710930535381,USDC,vaultLeaderCommission,0.023952,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,0.023952,0
VAULT,0x8ea7e2a63ad06cb4d37204081d220901f8001b512fcefb0ddf5be7714a0eaf1f,1710919419210,USDC,vaultLeaderCommission,1.126901,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,1.126901,0
VAULT,0x8eec950b4875cdf5fd4f04081a97cb0204ab00ac8d383e652cbdc4f8d304c726,1710857096879,USDC,vaultLeaderCommission,0.218879,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,0.218879,0
VAULT,0xd3bf3752cab23dde0a2504081964e701810043e77567cdf9314ae0afdaa19ba4,1710827015880,USDC,vaultLeaderCommission,70.279942,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,70.279942,0
VAULT,0x2b0217882ee0fdd6917b040818f47502047b00c1d23e30986d6a8a09e4ecac8f,1710816133086,USDC,vaultLeaderCommission,2.962334,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,2.962334,0
VAULT,0x4a60822630d9bd15759c040813c72a01ea00557ea05152886bc4ebab01d48752,1710692393382,USDC,vaultLeaderCommission,2.605166,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,2.605166,0
VAULT,0x6a5d2f0c999a577eb86704080f3aa90151002c056ff72406eae986341335d9cb,1710582592954,USDC,vaultLeaderCommission,2.535025,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,2.535025,0
VAULT,0x8b2b62df6f7632f0841904080ee12201430051767928822baa7775fc1a4c1f08,1710574398187,USDC,vaultLeaderCommission,6.417776,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,6.417776,0
VAULT,0xff342c1a0cdff816892d04080dc2a90201820026cc75d04c41b2c039e692aeea,1710547793897,USDC,vaultLeaderCommission,3.937667,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,3.937667,0
VAULT,0x7fc9bef3118a10f19a3d04080c03c201320030d55fa9407e6867abe3d2ccb183,1710505226411,USDC,vaultLeaderCommission,71.311383,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,71.311383,0
VAULT,0x5b89a4fa67140d71adbb04080bb1f502035c000d48480f5c2e9f7bd3aa3f5756,1710497347083,USDC,vaultLeaderCommission,0.047195,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,0.047195,0
VAULT,0xc0bd2dda68f7fee9ba8604080b8d820205dc00088b434b6f0d9d9779953c5b2b,1710493743472,USDC,vaultLeaderCommission,0.976639,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,0.976639,0
VAULT,0x4c36d5e5272472920edd04080b8917014f00be25a8c726fb3c022fd95117414b,1710493288941,USDC,vaultDeposit,-306203.730589,0x8196e0648cb16e9151c2920618a58605706b5836,0xdfc24b077bc1425ad1dea75bcb6f8158e10df303,0,-306203.730589,0
VAULT,0xb62e55555b8b66cf36b604080b88de017d003f83bd3361ab6ef7886812f33904,1710493265828,USDC,vaultWithdraw,305894.455809,0xcfdb5e9741eb74fb14f5799ac69335ec8e959c4c,0x8196e0648cb16e9151c2920618a58605706b5836,0,305894.455809,0
VAULT,0xb3ac7fc8bae8a7423f6e04080b0c1b02055e0090280170dc744440a4736ee955,1710481454768,USDC,vaultLeaderCommission,0.014176,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,0.014176,0
VAULT,0x6fa7e4fd162b61b7608604080b02be01a3005f30599342940773c504c99fe260,1710480565653,USDC,vaultLeaderCommission,4.771088,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,4.771088,0
VAULT,0xc2e41159e0563c4edb1404080abb1202013200be85bfb097ec8ab10e2d4b405a,1710473513135,USDC,vaultLeaderCommission,0.516804,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,0.516804,0
VAULT,0x7db25926924c4d7d0e23040809b463011c00d054ecbbc4179d00f50f66e106fb,1710449020730,USDC,vaultLeaderCommission,0.000028,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,0.000028,0
VAULT,0x8c9b6ae0930a4876a5e904080987070139009bc12a1c545fb39fceb4e1e26829,1710444590919,USDC,vaultLeaderCommission,1.287677,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,1.287677,0
VAULT,0x118ce8a70a892c3c101d040808e0b30201c800daed67796657da2d686d82b5d8,1710428597851,USDC,vaultLeaderCommission,1.245848,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,1.245848,0
VAULT,0xb8db6c041b8fb87cdb17040808dfbf0202bc0006005baba633ded9ebd3131fa7,1710428500724,USDC,vaultLeaderCommission,3.209333,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,3.209333,0
VAULT,0xdab0f6709386f7b4b8b6040808b7870194005d4dc7c37830c8285f878aad9387,1710424491522,USDC,vaultLeaderCommission,5.065058,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,5.065058,0
VAULT,0x920218b8ffef7e5f6cf90408080f2602016400001b8ab9973b45615b63ff034f,1710408496689,USDC,vaultLeaderCommission,3.209333,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,3.209333,0
VAULT,0x713fe806f7d96b0e4686040804d49d01df0039977f4174461d9aa3a9baef5547,1710332671067,USDC,vaultLeaderCommission,30.763596,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,30.763596,0
VAULT,0x255f01fa4ce098831a0a040801868d0202a20002b600fb503e02725e627518f7,1710255239534,USDC,vaultLeaderCommission,2.481043,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,2.481043,0
VAULT,0x18652ffe8ba9c0bb43b804080184f202026a0048aadf658e0bac1dc72707d0e1,1710255090160,USDC,vaultLeaderCommission,0.029636,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,0.029636,0
VAULT,0x0b50f340d7334719a23a0408004da201ff00870cb35f55959474b991ddf0ef70,1710225958228,USDC,vaultLeaderCommission,0.126182,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,0.126182,0
VAULT,0xf5c1c0b8b2097bad22d30408004c070114005cfb869d10192cd261601b09c4df,1710225804609,USDC,vaultLeaderCommission,0.978043,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,0.978043,0
VAULT,0xce28641b52ed8eeae7a70407fe94ef0201c4000af990ec424e7bc862f5d2956c,1710185482314,USDC,vaultLeaderCommission,0.029462,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,0.029462,0
VAULT,0x094547d27822779fe9c70407fabfcf0203aa004bde1ad49bdda851d28ec41c39,1710094711909,USDC,vaultLeaderCommission,0.039012,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,0.039012,0
VAULT,0x553b8a78c0cb5884b5210407f68e870201370022ef7a6adaedbec6aaf2193f89,1709997931603,USDC,vaultLeaderCommission,0.933266,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,0.933266,0
VAULT,0xead2ad435d772665a0c00407f33b4101100044db8beec33bbea4225134172734,1709920318255,USDC,vaultLeaderCommission,0.155627,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,0.155627,0
VAULT,0x7c7c8aeeb706a2faa1140407f3258b011e000c73ac376324bfa34a202ebed937,1709918245702,USDC,vaultLeaderCommission,0.385966,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,0.385966,0
VAULT,0x260a247a1c1321cd00690407f3196d020260001178d2835f446c169b77e7d877,1709917095118,USDC,vaultLeaderCommission,0.044727,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,0.044727,0
VAULT,0xef1298bed01c679da8a20407f288d70119002b031928dfc60f2469b4ab6915b0,1709903247718,USDC,vaultLeaderCommission,2.397454,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,2.397454,0
VAULT,0x48ef3ee08159b6c0947d0407f0c3040201b900f7fe99a0f5fd7ca9e5ffce912d,1709862271945,USDC,vaultLeaderCommission,0.091524,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,0.091524,0
VAULT,0xbf0cffaca70cfe7773d20407ef895302010a00d04e616ed8dc17547b96b0309e,1709833541492,USDC,vaultLeaderCommission,1.238958,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,1.238958,0
VAULT,0xc06240ab6c0b197397330407ef4d07020225002d0f1ab4ba3cf7588bb6dc50fb,1709827900184,USDC,vaultLeaderCommission,11.959067,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,11.959067,0
VAULT,0xa155d96a1c0972454aa70407eda77f02019800870bd125b91257bbc794299232,1709789421493,USDC,vaultLeaderCommission,2.394076,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,2.394076,0
VAULT,0x3cd2ab2fb27136dd548c0407ed315102012400ee7e17f961729ea4c055080cc7,1709778678588,USDC,vaultLeaderCommission,1.032911,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,1.032911,0
VAULT,0x2d111e55fb05795029170407ebe82802025100d9ebf0f69c5fc2548d2de2e77a,1709748712368,USDC,vaultLeaderCommission,0.00002,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,0.00002,0
VAULT,0x3f7cd7d92dafcf9e71b50407eaaa5902025b0025d5eb43da0244ea7b4a800eff,1709718983090,USDC,vaultLeaderCommission,2.982213,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,2.982213,0
VAULT,0x5ff45294cc70a59154190407ea903401c800363329bd28b421a54497c629064b,1709716553424,USDC,vaultDeposit,-300000,0x8196e0648cb16e9151c2920618a58605706b5836,0xcfdb5e9741eb74fb14f5799ac69335ec8e959c4c,0,-300000,0
VAULT,0xd39dd90f24ef5fb7aced0407ea8f6701f200303737a2fbf7add3cfa4c9ec889a,1709716479664,USDC,vaultWithdraw,300000,0xdfc24b077bc1425ad1dea75bcb6f8158e10df303,0x8196e0648cb16e9151c2920618a58605706b5836,0,300000,0
VAULT,0xf6fe8af982fe459900220407e8d448010e0082065ce1a40130e446e1e8bd7198,1709675037651,USDC,vaultLeaderCommission,2.510198,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,2.510198,0
VAULT,0xd84a38c36cc8c8bd949f0407e80a2001da001ea6be8aee973a05ee5fe30cb9a8,1709655161935,USDC,vaultLeaderCommission,59.024998,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,59.024998,0
VAULT,0x5886f1a9765416907a270407e77a500201470099d7d0e5c968a4786b74761621,1709641352120,USDC,vaultLeaderCommission,0.501431,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,0.501431,0
VAULT,0xdc2f09c4e40ca42446b10407e7247902023500f7031ef5a4aa0a4183f6896654,1709633402501,USDC,vaultLeaderCommission,5.497961,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,5.497961,0
VAULT,0x0e9c85ea0a70be9f23720407e5af5301c5000695c5243a35a30ceb0d2bb766ed,1709598325258,USDC,vaultLeaderCommission,0.301912,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,0.301912,0
VAULT,0xd5989a627372491f3ad40407e514e7012700fcf1c0921ac45621998c3708d750,1709583986114,USDC,vaultLeaderCommission,0.003529,Vault,0x8196e0648cb16e9151c2920618a58605706b5836,0,0.003529,0
