class,hash,time,token,type,from,to,USDAmount,priority,fee
VALIDATING,0x15731f0a52f7f05dae3c0426a33d2302010e00546b764f74addf4a5118203806,1751407767011,-,tokenDelegate,0x34a15fb11242f63765bcaf05a5925dcb407770a2,-,-,-1,0
TRANSFER,0x832d760e7f9d266bcbd5042618094502011e00b946ca881b8428515b7e8868a9,1750699758788,HYPE,Transfer,0xdc50cfc6319736c25784c12a96b4acec686d139c,0x34a15fb11242f63765bcaf05a5925dcb407770a2,9791276.48247,0,0
TRANSFER,0x9c66c08e689aa2673cf20426163c5b0202da00681277c58ccaeae9b6cca2a5b0,1750690332221,HYPE,Transfer,0xdc50cfc6319736c25784c12a96b4acec686d139c,0x34a15fb11242f63765bcaf05a5925dcb407770a2,9089011.860244649,0,0
TRANSFER,0x670ed8e2158a4d19aa76042615658e0203ee000a051117184b369c420db24e35,1750685921113,HYPE,Transfer,0xdc50cfc6319736c25784c12a96b4acec686d139c,0x34a15fb11242f63765bcaf05a5925dcb407770a2,41.2305,0,1
FAILED,0xba4189204800167b955d042614f1920204990005482666a866fcdcdefeaf2747,1750683602828,-,spotSend,0x34a15fb11242f63765bcaf05a5925dcb407770a2,Insufficient USDC balance for token transfer gas.,-,-1,0
