class,hash,time,token,type,amount,from,to,px,fee,USDAmount,priority
TRANSFER,0x933516ba475bc00b646404222236d0020221002c851430c4a22e8af6f7e3562d,1745462769077,HYPE,Transfer,844588.98410408,0x0d0707963952f2fba59dd06f2b425ace40b492fe,0xe06a3c8d7eedc8c907a0bba434804288a6f7cd24,41.2475,0,34837184.12183304,0
TRANSFER,0x5011fb99fcd7333afea904221e2ca001f7001a9e6e4732b252551d527b120506,1745441168983,HYPE,Transfer,0.54589592,0x0d0707963952f2fba59dd06f2b425ace40b492fe,0xe06a3c8d7eedc8c907a0bba434804288a6f7cd24,41.2475,1,22.5168419602,0
