class,hash,time,token,type,amount,from,to,fee,USDAmount,priority
SPOT,0x120c4256d3c7561c836c04187337cd02020e007c753e076fa936dbad8ea13831,1733368463827,HYPE,Buy,1290.8700000000001,0xffffffffffffffffffffffffffffffffffffffff,0x99967871e6c4f9a5185abc57edede9e9540191f6,0,1742.8380699999998,0
SPOT,0x78cf02e0a5b4a0d5dbc5041873324402018e004aeadf08a9d834b1de632d4ac0,1733368375390,HYPE,Buy,1296.8400000000001,0xffffffffffffffffffffffffffffffffffffffff,0x99967871e6c4f9a5185abc57edede9e9540191f6,0,1355.5684800000001,0
SPOT,0xd937a489059fde7746370418733226020291004c4d34dbb7414fb80da2c8915e,1733368373571,HYPE,Buy,78.38,0xffffffffffffffffffffffffffffffffffffffff,0x99967871e6c4f9a5185abc57edede9e9540191f6,0,904.8970999999999,0
SPOT,0xe9d289217dab550f1af40418732fe00201f3002b864c6ab8bb13da4a262b1b74,1733368337048,HYPE,order,1299.26,0x99967871e6c4f9a5185abc57edede9e9540191f6,limit,0,14999.9567,-1
SPOT,0xc63854c6adbcd31c001a041871b96402018d00eb63e5e228fa62235088a81ebf,1733362238447,HYPE,Buy,2844.42,0xffffffffffffffffffffffffffffffffffffffff,0x99967871e6c4f9a5185abc57edede9e9540191f6,0,18055.6677,0
SPOT,0x12293050b75a2ead4a0b04186f1313018e00cad15d5fb3e5219f8161ffd851a2,1733351143912,HYPE,Buy,1012.46,0xffffffffffffffffffffffffffffffffffffffff,0x99967871e6c4f9a5185abc57edede9e9540191f6,0,11820.470500000001,0
SPOT,0x14b28ee54212abb8f01a04186f130101bf0062d95fcbf3123f7b476e0e79b3ec,1733351142824,HYPE,Buy,301.96,0xffffffffffffffffffffffffffffffffffffffff,0x99967871e6c4f9a5185abc57edede9e9540191f6,0,3525.383,0
SPOT,0x2eee6fe3500d6384aad504186f117502018900f0cf491bb380e86898f11cd65a,1733351117806,HYPE,order,1319.06,0x99967871e6c4f9a5185abc57edede9e9540191f6,limit,0,15400.0255,-1
SPOT,0x22e7a3fb7bc5bf13ae4c04186ebd3f02029700e1aac7a8afc8a34e4685392644,1733349740084,HYPE,Buy,1305.09,0xffffffffffffffffffffffffffffffffffffffff,0x99967871e6c4f9a5185abc57edede9e9540191f6,0,15400.062,0
SPOT,0xe40a85f008d0dc0daad304186e573f02023c00f4afae510768c7cfb3ba66ad60,1733348063196,HYPE,order,1305.09,0x99967871e6c4f9a5185abc57edede9e9540191f6,limit,0,15400.062,-1
SPOT,0xcf2757b999d19db3fb1c04186d40c302011f00bdeba940185a2b3a101a855163,1733343501839,HYPE,Buy,150.85,0xffffffffffffffffffffffffffffffffffffffff,0x99967871e6c4f9a5185abc57edede9e9540191f6,0,1682.8826,0
SPOT,0xf575d6cdff4e98a85d4a04186d40b502017800cf9460c0a0882531f3a8cf1578,1733343501035,HYPE,Buy,410.86,0xffffffffffffffffffffffffffffffffffffffff,0x99967871e6c4f9a5185abc57edede9e9540191f6,0,4583.554160000001,0
SPOT,0x6ab6d4fd20f423a2fa2704186d3b6101c7004d45233bb5017aab20704bbb1ea6,1733343414273,HYPE,Buy,467.57,0xffffffffffffffffffffffffffffffffffffffff,0x99967871e6c4f9a5185abc57edede9e9540191f6,0,5216.21092,0
