class,hash,time,token,type,amount,from,to,px,fee,USDAmount,priority
TRANSFER,0x9e3957bd0073cdc1d27a0424173e5f0201350012562376da2be0d8951b0232ce,1748078195295,HYPE,Transfer,560672.53832575,0x0d0707963952f2fba59dd06f2b425ace40b492fe,0xb9a2bc88d22e82628acdb2a86fc297a038b3158e,41.253,0,23129424.223552167,0
TRANSFER,0xa354e8e3273f5384a8e304240d673e016600170cd4365a420e8f9e52a65f97a2,1748028162152,HYPE,Transfer,0.29167425,0x0d0707963952f2fba59dd06f2b425ace40b492fe,0xb9a2bc88d22e82628acdb2a86fc297a038b3158e,41.253,1,12.03243783525,0
