class,hash,time,token,type,amount,from,to,px,fee,USDAmount,priority
TRANSFER,0x5de5122b3aa2b7873619041ee525d102036900e037422575531e22d9fab52d2a,1741097469347,HYPE,Transfer,454155,0x0d0707963952f2fba59dd06f2b425ace40b492fe,0xd22fd233a6ed7b6a19c659fb4f05fefa4f0c7043,41.2505,0,18734120.8275,0
TRANSFER,0x9f3a0d6cbeb91ed36f3f041e809c5a01df007dfa06e1a65c692c06ea5eaf23ad,1740571629256,HYPE,Transfer,828238.51887046,0x0d0707963952f2fba59dd06f2b425ace40b492fe,0xd22fd233a6ed7b6a19c659fb4f05fefa4f0c7043,41.2505,0,34165253.02266591,0
FAILED,0xd711c35c48b973b8d11a041e79825502039500f0974dd5389ad6d5b50f079c07,1740534527426,-,spotSend,,0xd22fd233a6ed7b6a19c659fb4f05fefa4f0c7043,Invalid nonce: duplicate nonce 1740534486150,,0,-,-1
TRANSFER,0x2f9aac1b5df552157177041e79809202017d00c8de7f34af210812c77c2bda51,1740534487304,HYPE,Transfer,0.51112954,0x0d0707963952f2fba59dd06f2b425ace40b492fe,0xd22fd233a6ed7b6a19c659fb4f05fefa4f0c7043,41.2505,1,21.08434908977,0
