wallet,time,action_type,from,to,token,amount,hash
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Sell),{'limit': {'tif': 'Gtc'}},131.98,0x2cecf810224608d75ace042710f4a402016500646ba1c284994d22dc8ce1eac4
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},22.9,0x940953682c0e3377b19a042710f4960201b400a7a24e44f0ae1724d78bfa3b76
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},22.9,0xfdfaa35bb0cc4666a674042710f4960201b300905eb0a25bd548eef1fc1010a5
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},13.2,0x7c3441432b9033b08582042710f4960201b200b04d1b60bfa76bb02cc24fb781
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},2.64,0x34ee3346ccff68920a20042710f4960201b10010e30623471b85381bc7d83fa0
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},22.9,0xf5aae67d6249590f9ef9042710f4960201b000cb11af507851b1858a5759e8ad
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},1.68,0x56f63f3f4592ad222515042710f4960201af002a49b5b8e0cc967a524933a7b9
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},22.9,0x9063905522daffdacb90042710f4960201ae0077dbfafcde2991adbdc49aeedf
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},22.9,0x89866ac725283a6135d9042710f4960201ad009827d6025d0b5b1661a10dfd4d
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Sell),{'limit': {'tif': 'Gtc'}},132.02,0x7b8153fe1e0001c9d893042710f48e02016700b74b6f485eddc029a0c20f6eba
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},10.48,0xa54e09a85cd85ffb014d042710f47a01e300045ddb6e36af2b6d3f41ce6947e3
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},0.62,0xdf92585ad93b93340c6e042710f46c0201a9007861d375fc554fde1208ccabf9
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},4.0,0x8f840b6042a73b4f938f042710f46302027300d06ff12a03ee7fa6fc2dcba579
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},0.56,0x592efb1cf9536da0bf75042710f45f0201ba00d4871aed6190616dc37c3efe46
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},7.61,0xa020a79d003bf742ce3f042710f458020182007e7b420d328efc21a61c80dc5b
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},25.99,0x744e6d3fc492fe62bf98042710f4550201a000ebd15c8b5d1066a92bdca7ca39
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},7.93,0xcb1adea1c1220ca1b603042710f45502019f0013f6964ab067756d293d3d9324
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},7.92,0x12057347965ce041f43b042710f45502019e00d9320ebf2190f937977e5eb4fd
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},53.4,0x158a9e1f20dd8fa087ab042710f45502019d00ef940b3cd89e9053ace42303a4
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},13.24,0xcce036234200e1d86069042710f45502019c003a6ae8bf9ab4aec14c36a0b4a3
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},0.31,0x0eeb4d759c7e8a0134f7042710f45502019b00daad6657e82ddabb665f1b1938
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Sell),{'limit': {'tif': 'Gtc'}},132.06,0xa68b2ca90bd39eb80751042710f44e02013600ab7280ce05c9e3c2bebc78a549
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},25.99,0xac8689e8f1b35896775b042710f436020179005c3bda2b0f639a1d81a3559d36
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},0.31,0x5e005f431c1d7ba51092042710f43602017800b51e38d81475e3c8123d7166e4
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},1.76,0xaa29d65ec3fa6681fd01042710f43602017700d5a5a42a21b78501ad7cfde08d
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},0.57,0x96213d35664fdf4c4cfd042710f4360201760065e99ca10e5e3ad637d39ac01a
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},15.0,0x6e9cc5fcba4f01097b6d042710f43602017500bf930f292791ab9268f16a741b
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Sell),{'limit': {'tif': 'Gtc'}},43.63,0x8179057a7c0bc2defa5d042710f42c02012b0093ec39b5d04993a41ea3fc0a5f
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,cancelByCloid,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,,,0.0,0x6ac9fa396884cc4d5245042710f41e01a10084b4257fd249ecc08b603e32b7b9
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},3.55,0xc6dd54bef67c2c804ec0042710f40401cd00ad1d300850b7fb0963d4cc6d948f
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},0.5,0x9083f413b72832a4a6ca042710f3e301e40020aa9b33d8f77ba4efbb0838f775
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},40.66,0x791e08da08689a4dd285042710f3da01c500780e7ff9c2d3d26c0006a69bcac8
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},4.29,0x3b55738bcb4e93679977042710f3da01c40063a777e3b8e30b932485caa11569
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},1.05,0x9edf7cf857bea31bf977042710f39c0201de00f14336451c0f48229352c80d87
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},1.05,0x106aacc5ea793de35381042710f39c0201dd00e1e12cbef0c95836b6307e5e5b
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},1.05,0x4d12dc375208400545ae042710f39c0201dc00d915484ac6a48d2c32d4d46353
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},13.2,0x2583947c2471a39a190c042710f39c0201db00f8af4032e4a8533adf8bcd5f5e
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},23.04,0x356de27344992676fa50042710f39c0201da0013fd0b5b596dd08b76a94cc4eb
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Sell),{'limit': {'tif': 'Gtc'}},132.02,0xdba02ea6dbfb63fb10a6042710f39302014f0047b6bb44640810a49a7553d774
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},132.06,0x5b0f4a6723201afaa797042710f38002010800a735c14b8999ba7acb566fd27b
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Sell),{'limit': {'tif': 'Gtc'}},132.06,0x754596ef9ed4cd27c9ab042710f32402010b003762cd36d8bd8254300bbf5ccf
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},39.21,0x20159947a4e627655424042710f30f0201e500b3ab995ab95a8ea22dcbe191d9
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},25.0,0x7f22a824e2624ed83356042710f30f0201e400d6542cab1e0e2a04e625429b36
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},7.92,0x47359b2a38479ca9e9b6042710f30f0201e300b94ff9d0eb2206f923c534ce2c
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},22.14,0x2d2ac3709201c24bd8c5042710f30f0201e200324ad8645e4ace7879e23da3b8
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Sell),{'limit': {'tif': 'Gtc'}},94.27,0x8183fb7ad7d6782d3e83042710f306020101004b2ed5d61e842febd84b50e84a
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,cancelByCloid,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,,,0.0,0x60f1c2e3ecd2ccc29865042710f2f6017900a7c36bdc16677b1c01238e0f540d
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},18.7,0xca3ac9dcec44f0b6d6ce042710f2f0018e00be6d97353fd7ad3b5dd0fa7888c6
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},1.74,0x1a038dc6a4a7e6b7244e042710f2db02010900987428c5356e11930e9eda1fcf
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},7.92,0x4d80fe11c85eddab74c9042710f2db02010800dec6679ffe078870564cdc585e
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},9.1,0x9b9410b9820b47cdb820042710f2db02010700346880ca16bbcec6a4a1bb5cec
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},0.31,0x641f26c864bf5384c024042710f2db02010600ec8d62522973ee19981ea1fc72
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Sell),{'limit': {'tif': 'Gtc'}},132.04,0x2da0a34ad513d3a3309a042710f2d20201490049e4042bfcd44a133e9daa2915
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},9.82,0xf54fdfaa63edf37c44d1042710f2b901f6006af375523eb073354cd374d39d71
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},15.0,0x3d5e793e69da023a24a3042710f2b901f500aab797b67b43c46968bacf0efe33
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},52.6,0x46c6cf90eac880a57b4b042710f2b901f400fe087ee614558007dc85064597ef
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},15.0,0x31ccde367834df3971e5042710f2b901f3009b9fdc510d4942b36c0b87e060ea
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},15.41,0xe1e612853269c25d505b042710f2b901f200c2621173882ad813ee5c33e2ecda
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},9.1,0x7d37a5b36edacdca607e042710f2b901f100dc0f13ea22b3332cae08fd3b9c4c
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Sell),{'limit': {'tif': 'Gtc'}},116.93,0x38e29b8b7ad20181ce14042710f2b1020154002526bf5f1872e68d7e57bfd1e7
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},15.0,0x7b738b520268d7d0aa4b042710f2a40201fb0049830be4984b395b134ebcdde4
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,cancelByCloid,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,,,0.0,0x1507e81b3b272bd0f32c042710f2a201bf000c5f61a45d854914fd6768e6bee2
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Sell),{'limit': {'tif': 'Gtc'}},131.93,0x4eac54957d9e3c8780ec042710f29c01ad001df34a697950e23239b42e181e52
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,cancelByCloid,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,,,0.0,0x9f86e65d066947c8b34c042710f28d018c00bf6887e28f37de235087b76d6d29
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Sell),{'limit': {'tif': 'Gtc'}},131.93,0xb9eaa76c7a37c02b753f042710f24501b8006d55560facfc81b4c23261740468
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},9.22,0x24c855cc3f42f5352865042710f230017600a391a436193498b7ef52812f0887
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},0.45,0x43487b4e7fd6cb62109f042710f230017500432967d8c4b167c7801c0acb0560
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},121.73,0x0309824859b76c753ae4042710f1f90201e900f5687e5dea28b6a7d42880db82
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},0.54,0x17e6ebe7e5e5ca874547042710f1f90201e800612f09cbfcf809d6e381d5c965
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Sell),{'limit': {'tif': 'Gtc'}},131.94,0x392691e8c2ce2f72f157042710f172020155005126e270a1e53e66e09a2062a2
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},131.95,0x4b6335760186a104a63e042710f16102010f00536836583a518412bc4a2699a7
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Sell),{'limit': {'tif': 'Gtc'}},131.95,0x8085322c34e819965453042710f14602014700688aeeef9bc6adffd21aad10ec
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},6.06,0xa72ee6bd05ff102510ac042710f13502010f00880317e4becb400fc163680ead
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},52.74,0x6f3710f7e7374f1bab08042710f13502010e00ee4cbc7c2f498270f190e3538e
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},25.0,0x25067323939bb7f738ed042710f13502010d00e2a225bda2ac3dfa129d959f9e
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},25.0,0xaa66ea77bccb051bc37d042710f13502010c0023930105ba7048dd0f1aa6672e
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},23.19,0x28d59fa3fdc26a8fcab6042710f13502010b00b21dc283030090b1ca92766dd8
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Sell),{'limit': {'tif': 'Gtc'}},131.99,0xc0011e7acd6d1b6d7904042710f12d02035a00bde628c296211f2996bcb7838e
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},0.31,0x4b5048588441accc3dea042710f11801a5001451ac0bdf6e56e9512a3a805309
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},15.0,0x4c4342e935a3d1e2fc76042710f11801a400439c423a1429815d9db13a830360
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},13.2,0x1baa02f830a3df61ad73042710f11801a3003cda120a462fa1e1ba0a1d144324
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},0.52,0x91b9e0fb7f7d05094d3b042710f11801a200dde62082f58c806365ac580a4485
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},25.99,0x9768bc92561be695cd45042710f11801a100780a6182c1a7207a65cd33f78ce2
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},3.92,0xe4ff952a2b1caf63572f042710f11801a000d47f50b34e8f634972a143eda973
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},37.98,0x44a05310a35d475c8612042710f118019f0000f0cac9af1833068ac387966cbe
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},8.73,0x95d399da57f08d928f30042710f118019e0005f3294d252393bd019726817591
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Sell),{'limit': {'tif': 'Gtc'}},105.65,0x0f979b31609476b82c8f042710f11202019a00ed5ebc132c7cc4ddc85226271f
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,cancelByCloid,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,,,0.0,0x74c8fa0fc4715f0a3f18042710f10601dd005a2a0611023acdbbeed3f18cfd56
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},0.33,0xc865efb6b1b2407fe94b042710f0f501720006392b0320cb4ac642be3b60051d
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},11.0,0xf3abed268c883773e14a042710f0f50171009732ad7b0260819978f36bfe83b3
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},15.0,0x76af2bd5fa106f33d7b7042710f0f5017000197eb58b0bbd5bd14eba13cef971
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Sell),{'limit': {'tif': 'Gtc'}},131.98,0x7f6467ac003237b68d83042710f0ec02016d00c73a1c7579f67c7f0f8531ae61
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},25.0,0x421d36c6d2cc2e9c52cd042710f0db02010000fc28cc3b8d2ce098e118b72597
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},25.99,0xd0df4552cf8a4422a2dc042710f0db01ff00a98382cbee42cc4d833a0c1a471b
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},47.34,0x59bc77ce3e0e3597973d042710f0db01fe0056f199ea05e3851164a8d3210b78
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},0.31,0xf4e8811fad3053c04250042710f0db01fd001d645b196c2e0b18c2b251377194
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},7.91,0xd23800b96b6a90f4bf3b042710f0db01fc00c76f5f06d5c297c29e0a14667733
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},12.06,0x61b35f80d32ee8dc39b9042710f0db01fb000b1e624ecc798143ea85942071a0
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},13.38,0x88726487c8337920c5b4042710f0db01fa0065cacf07475db08d1f983af334d1
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Sell),{'limit': {'tif': 'Gtc'}},131.99,0xb6bbd9ce0d6faeeb4f71042710f0d002030200c3ce9cf9e8d9f5ec0def90f07e
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},26.39,0x6c2200ea69fc71a39ea6042710f0bd01d100eb0295174e2b9f0f61f46f2531d4
