wallet,time,action_type,from,to,token,amount,hash
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},26.39,0xca9ff61c2846c5a303e6042710f0bd01d000949a4690db323a801d10b47537aa
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},26.39,0xf6f2305518b6ffb3e070042710f0bd01cf00c48b655fb0ec77b8caed2baee4d4
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},26.39,0xbc561f8e103af074d422042710f0bd01ce00a324deeb89431760255372d2475c
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},26.39,0x6ef36effa48eef7081ce042710f0bd01cd007d0c4fc4757e7cf9b42fcfdc8d0c
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Sell),{'limit': {'tif': 'Gtc'}},131.99,0xf45101aff44e61f09d8f042710f0b4020112007c470f91b5d9213c1b2a1f24ba
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},0.99,0x4bad55bd3e5cad7acf92042710f0950201b8006dfe79231785d9a31e9e6e5a2a
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},15.0,0x902c1eb91aa07fb7fcff042710f0950201b700b236313bfee5f0cd9f2ac23050
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},7.91,0x71671f50c0dc892537dd042710f0950201b600b4201e633dd5cc3c05b8a20c40
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},3.83,0xcd2fef254e70bf0e07b3042710f0950201b500004712bda03d102dc84086442b
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},0.31,0xd54baf5573d47b1b0741042710f0950201b4000b7e49b6b9a726c4c9b99db63a
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},103.95,0x0a9e45b8805e5f978d66042710f0950201b300acf4f08013d3795f0b17a0c332
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Sell),{'limit': {'tif': 'Gtc'}},131.99,0x72743ff4ee6ebd36fdac042710f08c01f000a36f6283a35b46197244a1fef1fe
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},132.0,0xd4138cf6c3cca4f2016b042710f07a01e700c8e29c256981d41791221f25df6a
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Sell),{'limit': {'tif': 'Gtc'}},132.0,0x246c5d96251f9f9d3812042710f07301ce00368415962d3fdfcd173b6194aadc
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},36.17,0x6f29a7be5dc6735ff89d042710f05c02015c00ad72b2f8ba56395f9173e476d1
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},6.82,0x787d4f5c7d6882485a98042710f05201a8006fa3acb60a020e717c3a058df0bb
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},51.99,0x8e51550e81b90e35f905042710f04c015600758dd9fb03d743a1555e462045c8
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},7.91,0x822e94d7b695304d6a7f042710f04901ab00e93801c8a29eefb2a24d9419f02e
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},3.04,0x64ba921799c31104ee2d042710f04901aa001278f75c683adc31d10ebebb89d0
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},12.86,0xeea0ffff459cf617adf1042710f04901a90049b45fb21cfb67c18ffe0b2f258e
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},13.2,0x85e50280f98291221deb042710f04901a800bd9a20922b21407b56f25e0e5585
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Sell),{'limit': {'tif': 'Gtc'}},131.99,0xbe8130f3ef5e61d97833042710f04002018300df910b057411190d3b19d4f0be
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},131.99,0xf05c97239cb34b725ad4042710f02c02016700a983bcc4bf32fb706ab7741155
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Sell),{'limit': {'tif': 'Gtc'}},131.99,0x71554ef04c1ee4dba89b042710f00a02015b00b0c800e5d6a858dda2db9d12f8
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},106.85,0xa2a339899f84d4114f6f042710eff20201fa00e46d19817b6a3231b106914248
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},5.21,0x4a5c15505326d1f93917042710eff20201f900aa7c073674bbba25f00916d2bb
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},20.0,0xf75ebb8420c6e7a8b08d042710eff20201f800ca5574fecb11e052420850486d
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Sell),{'limit': {'tif': 'Gtc'}},132.06,0xf7148c65421fe939e9df042710efe901b700b80a87bb667572226acc23cd79be
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},87.98,0x65ea136f363cfbc0116b042710efd20201ab00aca186984fa12ec86965e590eb
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},8.49,0xe873aef0c6f4aabf8ae1042710efd20201a500eee9ed47942bcf0b4fdd4c7bbd
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},6.94,0xe193e83f1489b498844b042710efd20201a400142557d0194756d854c292a7c1
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},28.7,0x9564d372b209d916985d042710efd20201a300c017f1d1ca62573aa74a8c0ded
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,cancelByCloid,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,,,0.0,0xdb492a720667d8490e1c042710efcc02010600dddbba6bfc5b2a6a2794209edc
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Sell),{'limit': {'tif': 'Gtc'}},132.11,0x09392e836a2470ddaf64042710efc002023d00eb0f57d5caca8e3dc3551c4bcc
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},7.93,0x60e750923d515b579c83042710efac02011b009c73a9e9c2d65762bea191d723
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},15.0,0xfab15dc9304f87441ef7042710efac02011a0025d4fa725026c9cea67c3d154a
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},47.02,0x193f1670c9e72591481d042710efac02011900531dad61bbe40995df30ebe242
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},43.06,0xdb9ed8e9b048e1d629cd042710efac02011800d5626d555ab017d8f71d8d8515
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},19.11,0xf5aa4ea8ca221249693b042710efac020117004067b1f9512e6f7359c0f88ae1
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Sell),{'limit': {'tif': 'Gtc'}},132.12,0x6e07ece1bef76ed771bf042710efa30201c5005df5eb40fffdb3bc962434dd2e
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},0.31,0x5efa5902f0033304d70c042710ef8b02015f00fdc04857f2eace8c4a3db31dee
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},15.0,0x919cdbfe0c18b9fc02f6042710ef8b02015e002f123b9edf1a11f62c61acaa09
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},38.24,0xb3d394f12d0d2c78ab79042710ef8b02015d00d1d2f5854dc6f24b6382b899f7
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Sell),{'limit': {'tif': 'Gtc'}},53.55,0x263aea8990ebbb19b9aa042710ef800201a7009c725d99dadf63ff5e4032ce7b
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,cancelByCloid,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,,,0.0,0x2dbac31e57d405f69118042710ef7101b60079b811b8454593887c1412a5c87a
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},11.94,0x7d2f547f85c0c5fd6f7a042710ef6f0201190098d67ac49b10f7dd4ad957d13c
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},15.0,0x3d516f8257b75ec8dafa042710ef6f020118001073a2c72075e6f71a0d3f986a
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},9.11,0x99dba22f80db38ce71d9042710ef6f02011700eb6b9b80a58e26ca78d79ff8e8
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},24.01,0x9db1b6187eff0b163575042710ef6f02011600e316562fdbce9505f0627cf3a5
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},0.31,0xfc23037228afcb6150da042710ef6f02011500cfc617fff550d8bf21b5dc8ce5
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},0.52,0x25058f72956981d071f8042710ef6f02011400b6e3c2a3ab22ea914446d951ef
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},2.65,0x99104ca6e868e240d0a1042710ef6f020113001f8c741f81d52f31cfa8e2ccac
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},15.0,0x4333d3ee8d9110bcfca0042710ef6f020112001efa7511a1f202d0571ac7c8c6
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Sell),{'limit': {'tif': 'Gtc'}},132.09,0x557017f8603ddd9a3083042710ef68019e0051e6bed9ee98edd619df4a60433a
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},13.9,0x3f3c83f1abe61b4a75d2042710ef5802010200f85f91c67c81c9ac0859476eb5
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},15.0,0x2a84bb43b1086ee1fc18042710ef5802010100c4e295f06ad7194c056fe03089
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},25.08,0xdef62fb25f91cdd1174a042710ef58020100000a70432e277598771fc06a9bd4
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},20.42,0xd60fdbac84577c5e6980042710ef5801ff0086f10b6714a63f7ed0e13d858255
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},0.31,0xf26a494d9fa05406c7ea042710ef5801fe0016308a768b9798561c29d184efdd
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},12.31,0xb6311ddb4d8b32d71605042710ef5801fd00057ebfbfdb41a1412e1aa21692b9
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},15.0,0xdba61971b99264fb4a46042710ef5801fc00cb55887c06583d4c9bb7c0d95e21
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Sell),{'limit': {'tif': 'Gtc'}},102.02,0x2a3530e802af6ad78cf8042710ef4f01b900b79b298e0562ae7d278108e44a80
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,cancelByCloid,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,,,0.0,0x759c558ffca6c518f8a4042710ef3e015f007cfbac0055f9c55bd38f0eb998d8
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},15.0,0x5b074d0f493039ff9663042710ef3a020107000211a862dbc04ec4941e3fb0b3
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},15.0,0x789f5a8c128db5e73485042710ef3a020106008b2be9daf967d2fe34cae51139
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Sell),{'limit': {'tif': 'Gtc'}},132.02,0x4e502776f39914d43720042710ef310201030046650f70577ebb2197261d597d
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},25.0,0xdcdde0655396954dd0ba042710ef1a01f600004334a7da16f2548190a5561d34
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},10.59,0xfb20dcdf362182c11b09042710ef1a01f500b07b03988db0610ba78ebd33d49e
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},96.41,0x335c5e8ad52ab52debe9042710ef1a01f400bf42bfa3bd9d251297c09d20fd9a
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Sell),{'limit': {'tif': 'Gtc'}},132.0,0x879c3e291b7faf666cb0042710ef120201a400846cefad8f9de633fa6cbc9e2e
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},46.08,0x9a414d22a2c0c5f362fb042710eefd020254007e4ae3a21e827e66c00ce181ae
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},25.0,0x9fc49f5880f0283f24a9042710eefd0202530099599b8019353b0ad838a87c31
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},23.89,0x01e0e9d2e9781697598e042710eefd020252004cc614a97b2875d8d51b12a449
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},12.06,0x705766f9e4dd606bb099042710eefd02025100d389e924e74a5f15b7d063dcbe
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},25.0,0x4bbd8784d8b2f26448d0042710eefd02025000955650a8eeac5ff4a0c37136c4
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Sell),{'limit': {'tif': 'Gtc'}},132.03,0x291660ac18740345fd1e042710eeed02015800f770e3af836ad8069ff10c4f74
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},25.0,0xe08651a8340981574b62042710eedc02018c00b673617d6b55e0b76914080090
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},2.53,0x38f158ce399a8aba6021042710eedc02018b00e811325b9e10e6cd129ce9b93b
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},25.0,0x69ae08c85c243732a767042710eedc02018a007116d6c821dfefbbab73871f8f
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},25.99,0xecc22c27570206dca294042710eedc020189003b54a8263d8426a389e11d8f9e
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},0.72,0xc1f42d8f8f4c79fdd002042710eedc02018800aa98c2fc1f6ad4cda128c509cf
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},13.2,0xa62e982de1eafd362ea4042710eedc02018700db8af55b736632de5e5133afc4
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},13.2,0x7afedcb6d83eb3717ad8042710eedc0201860043d4925a412bb312db791d26ae
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},26.4,0x6b9b1d1a5bf2cd4cd6e6042710eedc02018500944989ab27dfe455ff67088a13
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Sell),{'limit': {'tif': 'Gtc'}},132.04,0x431168df3a6182109dcf042710eed1019300d74dc76f40626c768c9f63b5e069
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},9.64,0x98a38805d3183eaa02e5042710eeba01b300d6b647d34190fe38a7785ad90c6a
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},103.95,0x0e61645c133c78b9af1b042710eeba01b2004f7d7160b2ebd256606afffc5e85
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},13.2,0xb042985c6f8580d7576e042710eeba01b10044a13cd4cd851dc294689f41ea62
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},5.28,0x7dd7134a5fde75844765042710eeba01b000f858141b8ac270d4e2ee6aced057
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Sell),{'limit': {'tif': 'Gtc'}},132.07,0xf8d8f35a977a701da942042710eeb102010d00ec5222681e3c2a95b76a3d4525
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},67.29,0x812bcaf4520556d08dad042710ee9f018c001f4fcd1c789674a587d26986e078
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Sell),{'limit': {'tif': 'Gtc'}},67.29,0x32c519526d1346e9e5be042710ee960195008b0dba64efd69a703ad9b32e344f
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,cancelByCloid,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,,,0.0,0x1ca969857fd6467f4f08042710ee87016c008122a68c25487f81e96d4d5a6471
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},15.0,0x9dbdef223a04a5dcee74042710ee8401cf00811aa83f8c642cc58ec449441ab9
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},25.99,0x94992b64bd2f140f34ec042710ee8401ce00d228c3ae53bb73981a4d24af9098
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},14.36,0xe3439fa9a83a43cc87cb042710ee8401cd0004a30b3cc35bc8843758b650b17a
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},0.31,0x8e7e58585eaea4ff1db2042710ee8401cc005c1defc84dc41972f4c8569e94f7
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},9.1,0x04eadeaad4d140e0e888042710ee8401cb00c6627c147e20bd579141d8bff197
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Sell),{'limit': {'tif': 'Gtc'}},132.05,0xc88fc2a8fd93c431e71a042710ee7b02014f004709eca0ebe5852042dcdae2de
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Buy),{'limit': {'tif': 'Gtc'}},132.03,0x876d1cb82007acd7c50b042710ee64014f00364f7d252efd19c90791430b5dba
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,6 hours ago,order,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,Market (Sell),{'limit': {'tif': 'Gtc'}},132.03,0x4f2aa86e11e8ba0c2e96042710ee5d01e000c83a91ea620130017241d2caf605
