snapped_at,volume
2024-08-02 11:20:00 +0000,20296950176.98084383621773998128399193
2024-08-03 11:20:00 +0000,20980885843.5789858188069241611278389
2024-08-04 11:20:00 +0000,14627596325.94095665080838360419388965
2024-08-05 11:20:00 +0000,39310531877.45072534694012885312059063
2024-08-06 11:20:00 +0000,29699766869.06863983842950893272069046
2024-08-07 11:20:00 +0000,20408168489.62696307683347944877592088
2024-08-08 11:20:00 +0000,19734235069.29319011173844663927459456
2024-08-09 11:20:00 +0000,22576189204.15578501727277780701929855
2024-08-10 11:20:00 +0000,14055728874.52168535777577194552487496
2024-08-11 11:20:00 +0000,8946338163.90688552283109464409193266
2024-08-12 11:20:00 +0000,15338881302.95522684771925911424555561
2024-08-13 11:20:00 +0000,17321723188.38410568961046453124598752
2024-08-14 11:20:00 +0000,14536343395.35277735174204105797117175
2024-08-15 11:20:00 +0000,16788646680.12099929788898568808828446
2024-08-16 11:20:00 +0000,17992479969.41236517114612335023183168
2024-08-17 11:20:00 +0000,12023911437.89653498925194701280839745
2024-08-18 11:20:00 +0000,4867094913.9583280969614191320541824
2024-08-19 11:20:00 +0000,6956202080.76089494152098380557567087
2024-08-20 11:20:00 +0000,13259478665.00032262710248050524403568
2024-08-21 11:20:00 +0000,13803877415.36041694253003214606428768
2024-08-22 11:20:00 +0000,16614045303.87366587029200385239052944
2024-08-23 11:20:00 +0000,11730789287.90331802795858384126676768
2024-08-24 11:20:00 +0000,19210986701.02617908211503359691939676
2024-08-25 11:20:00 +0000,11577948989.19785670034452301744225568
2024-08-26 11:20:00 +0000,10223765073.4856503853006905431290184
2024-08-27 11:20:00 +0000,14260462310.62059554453469405789460596
2024-08-28 11:20:00 +0000,22323340100.57042252092595612780281448
2024-08-29 11:20:00 +0000,16707895198.4508350425981928614371189
2024-08-30 11:20:00 +0000,15054067478.38067769056758860722272058
2024-08-31 11:20:00 +0000,13498642775.04999802376550489528831978
2024-09-01 11:20:00 +0000,7968688323.50208765944417844153075439
2024-09-02 11:20:00 +0000,15178668104.32972290653249978201904984
2024-09-03 11:20:00 +0000,11690166218.16619733266431490100482035
2024-09-04 11:20:00 +0000,17312121040.58076386911962966326994117
2024-09-05 11:20:00 +0000,16108679320.20952752847634682718880176
2024-09-06 11:20:00 +0000,16489262395.55375332239696709524240186
2024-09-07 11:20:00 +0000,21039547691.47254009710048928870599244
2024-09-08 11:20:00 +0000,6104846488.02833803320015000127982967
2024-09-09 11:20:00 +0000,17133832395.29553468066641989492337808
2024-09-10 11:20:00 +0000,21002776516.666420076470191554825042
2024-09-11 11:20:00 +0000,18443944763.98583042381063612220397918
2024-09-12 11:20:00 +0000,22301116655.365046520291472987470247
2024-09-13 11:20:00 +0000,17258095342.54885251857560061804352
2024-09-14 11:20:00 +0000,19827328259.87356747356689776798290942
2024-09-15 11:20:00 +0000,9573544810.56769196022493963022569341
2024-09-16 11:20:00 +0000,17618660258.25811487933383227286130691
2024-09-17 11:20:00 +0000,16620980660.82349184468268754814175921
2024-09-18 11:20:00 +0000,21408775062.68841868563231249826144956
2024-09-19 11:20:00 +0000,26279331534.60021999763784267050473872
2024-09-20 11:20:00 +0000,23152589787.92002917198393623858345325
2024-09-21 11:20:00 +0000,18183929591.10163585546522591125894923
2024-09-22 11:20:00 +0000,12557219421.35411745981757768201103395
2024-09-23 11:20:00 +0000,22308761316.61973927736202006832861999
2024-09-24 11:20:00 +0000,19605372316.59297663865317146975218724
2024-09-25 11:20:00 +0000,24225685425.6066856189593781280415072
2024-09-26 11:20:00 +0000,22289620642.32678450108788659015895843
2024-09-27 11:20:00 +0000,28510797752.6537345203948249278787209
2024-09-28 11:20:00 +0000,20649049507.7855796695943473913976336
2024-09-29 11:20:00 +0000,13035962165.82104389850170622798888452
2024-09-30 11:20:00 +0000,23689079071.04323357972479773534695236
2024-10-01 11:20:00 +0000,21079546021.38293665361981811200788704
2024-10-02 11:20:00 +0000,39054607873.332608589171948340828272
2024-10-03 11:20:00 +0000,28494727491.90333326984808262023234465
2024-10-04 11:20:00 +0000,21517571811.12292179451546925806464536
2024-10-05 11:20:00 +0000,17921887902.9689272239330145181460225
2024-10-06 11:20:00 +0000,8432628440.7350634590541786442850325
2024-10-07 11:20:00 +0000,18591633551.28158592090806971829169597
2024-10-08 11:20:00 +0000,25324836370.6342172258411920847927688
2024-10-09 11:20:00 +0000,20007009845.0220291468803285664587892
2024-10-10 11:20:00 +0000,21993359351.55916728764747471292882816
2024-10-11 11:20:00 +0000,23865522287.60854694336158483827519044
2024-10-12 11:20:00 +0000,21299871691.69523621775061101221933574
2024-10-13 11:20:00 +0000,12845132511.48023408630816715630218802
2024-10-14 11:20:00 +0000,21473702579.40860666345407850067666147
2024-10-15 11:20:00 +0000,23039570140.28207523223123706725453533
2024-10-16 11:20:00 +0000,35893846691.03741469497126576906620224
2024-10-17 11:20:00 +0000,22810058381.03255536689396477261522506
2024-10-18 11:20:00 +0000,21536824283.30710973890042354264934151
2024-10-19 11:20:00 +0000,17757145466.2440759520246529167935808
2024-10-20 11:20:00 +0000,10473246576.53687750061277283311317135
2024-10-21 11:20:00 +0000,19966796899.3271252687362938746144875
2024-10-22 11:20:00 +0000,22216163464.10273978108290336485821261
2024-10-23 11:20:00 +0000,18261720644.8772261653759776807571302
2024-10-24 11:20:00 +0000,21224678091.2283746868761008569465747
2024-10-25 11:20:00 +0000,18918072150.4444800091874472874932468
2024-10-26 11:20:00 +0000,28047505764.327463907111889035950367
2024-10-27 11:20:00 +0000,10130853724.66043613109360461990886053
