snapped_at,volume
2024-08-02 06:30:00 +0000,3211245078.977914577449379996894157
2024-08-03 06:30:00 +0000,3707553357.3301442140345716658039674
2024-08-04 06:30:00 +0000,2535149712.57182231917690097338813842
2024-08-05 06:30:00 +0000,3571238743.3375078950647007649585788
2024-08-06 06:30:00 +0000,4327698243.10300034006424907461570936
2024-08-07 06:30:00 +0000,4152239141.5255219021601393813598294
2024-08-08 06:30:00 +0000,3695296526.72501400869589421754659104
2024-08-09 06:30:00 +0000,3699684186.19064428569624178414339878
2024-08-10 06:30:00 +0000,2998780937.7169550292050536380162475
2024-08-11 06:30:00 +0000,1385278142.18044653485092515944994732
2024-08-12 06:30:00 +0000,2649146820.03688271321061640708318104
2024-08-13 06:30:00 +0000,3665731976.89136088926774302407318192
2024-08-14 06:30:00 +0000,2824587034.77557804401067051711314344
2024-08-15 06:30:00 +0000,2882706111.64074238262099485720295904
2024-08-16 06:30:00 +0000,3013793122.31982545752864421696491145
2024-08-17 06:30:00 +0000,2470568603.06962529696090489557237092
2024-08-18 06:30:00 +0000,1239491761.48853856284824494626339965
2024-08-19 06:30:00 +0000,1824638557.8672359684449342866327012
2024-08-20 06:30:00 +0000,2974004288.01190944069796199489159187
2024-08-21 06:30:00 +0000,2635439796.51367382029387507788172624
2024-08-22 06:30:00 +0000,3574773148.24607951311252272716605541
2024-08-23 06:30:00 +0000,2808812913.26864732245050566249647475
2024-08-24 06:30:00 +0000,3424583050.36173223236192408731750586
2024-08-25 06:30:00 +0000,1991616528.65825876036167371074614359
2024-08-26 06:30:00 +0000,1853021448.95437131231187085913772528
2024-08-27 06:30:00 +0000,3082779411.1787746950690143710033197
2024-08-28 06:30:00 +0000,4566085496.56443714826554201196337612
2024-08-29 06:30:00 +0000,4873102044.1480746131629166085483854
2024-08-30 06:30:00 +0000,4096688336.0855086765116102839716455
2024-08-31 06:30:00 +0000,3855802377.36800534731788979768368658
2024-09-01 06:30:00 +0000,1494421299.01582954527077898962867325
2024-09-02 06:30:00 +0000,3432702037.84647891133764144899762748
2024-09-03 06:30:00 +0000,3119125193.75981436338369026404610877
2024-09-04 06:30:00 +0000,3832945921.1066322689209329215957608
2024-09-05 06:30:00 +0000,4064567574.36422363895551759058231308
2024-09-06 06:30:00 +0000,4297188867.63656980910786638722798
2024-09-07 06:30:00 +0000,8533238145.02613041636465696430251496
2024-09-08 06:30:00 +0000,2389464043.07915409956315415897559566
2024-09-09 06:30:00 +0000,3741834033.61418292877019862188797092
2024-09-10 06:30:00 +0000,5147197687.1444528057513797788451506
2024-09-11 06:30:00 +0000,5523955325.34300912928583217860849479
2024-09-12 06:30:00 +0000,7082887598.10808124271659207399064124
2024-09-13 06:30:00 +0000,4126423052.3197605026653814600314826
2024-09-14 06:30:00 +0000,4396204574.8846870773473552834059849
2024-09-15 06:30:00 +0000,1733174251.05907054446658730122779664
2024-09-16 06:30:00 +0000,4342600369.37258722995284528054198368
2024-09-17 06:30:00 +0000,3722851534.51154128271623149444246664
2024-09-18 06:30:00 +0000,4584736156.95147283392927094230482448
2024-09-19 06:30:00 +0000,7675699852.17005260842924832526012352
2024-09-20 06:30:00 +0000,5449332231.08533866608801613133433291
2024-09-21 06:30:00 +0000,4183494558.4522661385012279581919475
2024-09-22 06:30:00 +0000,2375627902.55668936324204677096939856
2024-09-23 06:30:00 +0000,4962735794.78675121026164633794475416
2024-09-24 06:30:00 +0000,4512087318.78300275058893612699536808
2024-09-25 06:30:00 +0000,4319376472.0266479749264602608726691
2024-09-26 06:30:00 +0000,3881976047.50774017691701990433168512
2024-09-27 06:30:00 +0000,6029148731.53374417199507543608610041
2024-09-28 06:30:00 +0000,5135506182.71984167337773581927628832
2024-09-29 06:30:00 +0000,2147095653.91913297580893773545211758
2024-09-30 06:30:00 +0000,3751084853.1828618513002191313202738
2024-10-01 06:30:00 +0000,6073704578.92659666604583629188031132
2024-10-02 06:30:00 +0000,8965510274.47241544344195451347603415
2024-10-03 06:30:00 +0000,8988712806.74911386038756283085959546
2024-10-04 06:30:00 +0000,8074198839.9428608555495697044734315
2024-10-05 06:30:00 +0000,4926677892.41631263459140922613154117
2024-10-06 06:30:00 +0000,1700816730.87604997126200540644892345
2024-10-07 06:30:00 +0000,3285687873.05035618882532132802148968
2024-10-08 06:30:00 +0000,5622333679.42808710543919789932939952
2024-10-09 06:30:00 +0000,5510057079.37084292397256953993846185
2024-10-10 06:30:00 +0000,5473382299.49002015773081595576834452
2024-10-11 06:30:00 +0000,5567130677.72172500757001824306265587
2024-10-12 06:30:00 +0000,4213642867.88058911873915996119951074
2024-10-13 06:30:00 +0000,2303981284.7724558639422028459272229
2024-10-14 06:30:00 +0000,3772138122.73676151096569733929791748
2024-10-15 06:30:00 +0000,6101553401.4393962438665333675485382
2024-10-16 06:30:00 +0000,6097863075.26884897469900861750964908
2024-10-17 06:30:00 +0000,5007517637.28469620164867142193492365
2024-10-18 06:30:00 +0000,4906845671.71332373040794181651923788
2024-10-19 06:30:00 +0000,3670841451.38390850329465291771967107
2024-10-20 06:30:00 +0000,1230772543.41475702340233038685067328
2024-10-21 06:30:00 +0000,3360234654.6241291752124406668664528
2024-10-22 06:30:00 +0000,5011235500.13625796529236580468230508
2024-10-23 06:30:00 +0000,4146557540.61559000313070932421062802
2024-10-24 06:30:00 +0000,4858833991.42298219507372531627741088
2024-10-25 06:30:00 +0000,4060116355.51747659527099813951923212
2024-10-26 06:30:00 +0000,6380902579.7723164365379714527136064
2024-10-27 06:30:00 +0000,1969953040.09835773276849347353408494
2024-10-28 06:30:00 +0000,2418780924.6240556729604326052433524
