snapped_at,volume
2024-08-02 06:30:00 +0000,24342568581.06648744672137410065641886
2024-08-03 06:30:00 +0000,27952183911.2733084815783781712966731
2024-08-04 06:30:00 +0000,17495126157.52909583017219574969722482
2024-08-05 06:30:00 +0000,54075219279.8252326413057115866174879
2024-08-06 06:30:00 +0000,52398566247.71017009487818025515420488
2024-08-07 06:30:00 +0000,15239775120.1689368731237973337352428
2024-08-08 06:30:00 +0000,13935445269.64998040287559376459233056
2024-08-09 06:30:00 +0000,15205502247.47082085817538599422793524
2024-08-10 06:30:00 +0000,10545214767.59292872344394151676278145
2024-08-11 06:30:00 +0000,4077758612.9310534244511760533434242
2024-08-12 06:30:00 +0000,9370814848.47545507487137370181388258
2024-08-13 06:30:00 +0000,27868294655.30572430480893206638569431
2024-08-14 06:30:00 +0000,18293831057.99685419614055825070011849
2024-08-15 06:30:00 +0000,21010647826.38915408206101945337723307
2024-08-16 06:30:00 +0000,23589644308.22375686840874530145105951
2024-08-17 06:30:00 +0000,17135925045.02562712373976401946918144
2024-08-18 06:30:00 +0000,9788130909.7900049094179904013401749
2024-08-19 06:30:00 +0000,13356928330.691516764724360247168129
2024-08-20 06:30:00 +0000,19436719806.25980569795872338574657653
2024-08-21 06:30:00 +0000,17404742208.69803223944191190541850408
2024-08-22 06:30:00 +0000,21501470655.48176754376181506638002022
2024-08-23 06:30:00 +0000,14237650054.7203196106263906838477814
2024-08-24 06:30:00 +0000,24985082580.33159194088781826965334867
2024-08-25 06:30:00 +0000,16134195201.0516566890219656083765895
2024-08-26 06:30:00 +0000,12750077724.95606638276610764871086398
2024-08-27 06:30:00 +0000,16620796598.10808103607874154612298912
2024-08-28 06:30:00 +0000,27264887264.6810442287964224710765942
2024-08-29 06:30:00 +0000,23543829259.93821436456953274218430965
2024-08-30 06:30:00 +0000,17416462428.62390079738052816992618141
2024-08-31 06:30:00 +0000,17163071379.91786177178931218569168683
2024-09-01 06:30:00 +0000,7898303781.48695677271855959969497159
2024-09-02 06:30:00 +0000,15866968369.39645131361755836578877636
2024-09-03 06:30:00 +0000,13756586010.18215575246947511468823013
2024-09-04 06:30:00 +0000,19091806578.26024742548662442454356785
2024-09-05 06:30:00 +0000,17409827914.11812441548039063295511988
2024-09-06 06:30:00 +0000,16991227605.363663777764154009893595
2024-09-07 06:30:00 +0000,30233191021.07063670432418619713717512
2024-09-08 06:30:00 +0000,9274071905.61932024798820963553123884
2024-09-09 06:30:00 +0000,12667985264.76522423887484055009999954
2024-09-10 06:30:00 +0000,18034178852.52344618355900287915902338
2024-09-11 06:30:00 +0000,16696488181.34308675163503049781787976
2024-09-12 06:30:00 +0000,19889207895.39366553587068087040275432
2024-09-13 06:30:00 +0000,0.0
2024-09-14 06:30:00 +0000,0.0
2024-09-15 06:30:00 +0000,0.0
2024-09-16 06:30:00 +0000,0.0
2024-09-17 06:30:00 +0000,0.0
2024-09-18 06:30:00 +0000,0.0
2024-09-19 06:30:00 +0000,0.0
2024-09-20 06:30:00 +0000,22456738188.76177329368479736429177196
2024-09-21 06:30:00 +0000,17402935751.67780100565316798474970375
2024-09-22 06:30:00 +0000,9705603754.89930423705712296737405144
2024-09-23 06:30:00 +0000,18747389029.06073860589335387657715712
2024-09-24 06:30:00 +0000,18023365114.1937571763580946352470695
2024-09-25 06:30:00 +0000,21961640319.75171246426020228967089756
2024-09-26 06:30:00 +0000,16917365590.48905707653862666801808192
2024-09-27 06:30:00 +0000,25423837212.068343507956587540267752
2024-09-28 06:30:00 +0000,20804047753.165815085518968312151824
2024-09-29 06:30:00 +0000,12354774450.78220579956771565279213194
2024-09-30 06:30:00 +0000,17662891670.34271292576555351333125206
2024-10-01 06:30:00 +0000,23222165303.13217748745891570967090756
2024-10-02 06:30:00 +0000,40278440128.22054990028606909303891354
2024-10-03 06:30:00 +0000,27517574929.1932432265546892908914249
2024-10-04 06:30:00 +0000,23657435056.99776893500640238580394244
2024-10-05 06:30:00 +0000,18646052808.45364313139137747806270829
