timestamp,price_usd,volume_usd,total_volume_usd,fully_diluted_valuation_usd,market_cap_change_24h,price_change_24h,circulating_supply,total_supply,max_supply,bid_ask_spread_pct_usdc
2025-07-30T06:40:42.008197Z,0.993325,9494437,9494437,9026879253,-1832672.78514921,0.00303295,75004069.29685502,8955451566.308949,,0.084435
