timestamp,hash,type,token,amount,isDeposit,usdcValue,user,destination,fee,nativeTokenFee,nonce
2025-03-01T01:54:08.081000,0xdf77aa9a26ea11bac9ba041eab73dd0201a400146f103ee00805a3b92aaf0747,spotTransfer,HYPE,64710.56556329,,1289487.439973,0x2222222222222222222222222222222222222222,0x77c3ea550d2da44b120e55071f57a108f8dd5e45,0.0,0.0,
2025-02-28T19:09:50.021000,0x540b6a10dbb8c05f545f041ea6cc97020309008f16d6d39f217a9361840c3962,spotTransfer,HYPE,35665.88056391,,697517.6261699999,0x2222222222222222222222222222222222222222,0x77c3ea550d2da44b120e55071f57a108f8dd5e45,0.0,0.0,
2025-02-28T01:44:04.051000,0xd2bda1142f1cae19d2a5041e9ac00802029c00a068291b50622ca1cb949ba86f,spotTransfer,HYPE,16785.83601525,,329270.95927,0x2222222222222222222222222222222222222222,0x77c3ea550d2da44b120e55071f57a108f8dd5e45,0.0,0.0,
2025-02-27T14:57:46.010000,0xb3f8b50b00108f4f542f041e93362201f10066b3d78151eb73ec084f44f0d6c6,spotTransfer,HYPE,47851.71569207,,969236.501341,0x2222222222222222222222222222222222222222,0x77c3ea550d2da44b120e55071f57a108f8dd5e45,0.0,0.0,
2025-02-27T02:13:02.020000,0xb8e4c12158ae558da6bb041e8a56fb017400ef784bf0f56a2e2a4a1b4abdc9bf,spotTransfer,HYPE,104422.48053926,,2140347.5836069998,0x2222222222222222222222222222222222222222,0x77c3ea550d2da44b120e55071f57a108f8dd5e45,0.0,0.0,
2025-02-26T03:29:20.059000,0x1dbfee6226094350324f041e7aaa0a018100f127e051fa15fde9400d41019dce,spotTransfer,HYPE,34224.22843968,,724253.1222259999,0x2222222222222222222222222222222222222222,0x77c3ea550d2da44b120e55071f57a108f8dd5e45,0.0,0.0,
2025-02-25T01:29:18.046000,0x2fc8a571ea3b0085bd86041e68e1eb01590001e3697f5ba91230523345166665,spotTransfer,HYPE,3723.24830747,,73515.53783,0x2222222222222222222222222222222222222222,0x77c3ea550d2da44b120e55071f57a108f8dd5e45,0.0,0.0,
2025-02-24T16:13:00.044000,0xb271bbcb77d1fc4c386e041e6289940201280033299db03d07c6c323e9bf7ce7,spotTransfer,HYPE,15674.85416204,,339956.237065,0x2222222222222222222222222222222222222222,0x77c3ea550d2da44b120e55071f57a108f8dd5e45,0.0,0.0,
2025-02-23T23:40:00.022000,0x98417f90725fdb376f8c041e57320201090093d7e7ca082906a10d54dec04746,spotTransfer,HYPE,14885.54700329,,341132.080667,0x2222222222222222222222222222222222222222,0x77c3ea550d2da44b120e55071f57a108f8dd5e45,0.0,0.0,
2025-02-23T17:28:58.044000,0x60a0374e88d33edae969041e530e6001550084ecc4283c20cfcee943ba16e134,spotTransfer,HYPE,35241.61667904,,836600.7383420001,0x2222222222222222222222222222222222222222,0x77c3ea550d2da44b120e55071f57a108f8dd5e45,0.0,0.0,
2025-02-23T02:27:32.017000,0x866524ac4cc23a0ca377041e4900b8015b0089f3aa25f7e4d13fb53151d7fc85,spotTransfer,HYPE,7162.2443593,,174099.835885,0x2222222222222222222222222222222222222222,0x77c3ea550d2da44b120e55071f57a108f8dd5e45,0.0,0.0,
2025-02-22T19:58:46,0x379fb765ee59dac5b7de041e44abc2016500c5bd1557bebc11a3bbc25c048ac6,spotTransfer,HYPE,12250.65209405,,303718.166714,0x2222222222222222222222222222222222222222,0x77c3ea550d2da44b120e55071f57a108f8dd5e45,0.0,0.0,
2025-02-22T17:02:26.020000,0x92c3a32724a345d3d05c041e42b363010100b9fec8a039ed0008bcae2f53a4f8,spotTransfer,HYPE,79450.29940476,,1953841.7629430001,0x2222222222222222222222222222222222222222,0x77c3ea550d2da44b120e55071f57a108f8dd5e45,0.0,0.0,
2025-02-21T23:56:42.099000,0xfb2ae29ebb6655e2ef8f041e375601020118004b984bf43397b233166db54ebb,spotTransfer,HYPE,10893.86711079,,271562.319318,0x2222222222222222222222222222222222222222,0x77c3ea550d2da44b120e55071f57a108f8dd5e45,0.0,0.0,
2025-02-21T21:43:10.065000,0x44e7c438af3b34a500ab041e35d97501cb00c93aa2915e792b363870d52e1225,spotTransfer,HYPE,15616.72904757,,381079.422204,0x2222222222222222222222222222222222222222,0x77c3ea550d2da44b120e55071f57a108f8dd5e45,0.0,0.0,
2025-02-21T15:59:48.039000,0xbc7321e71e649aaa3ee6041e31e37802026000a3d8d6e47f8b3aab020b2bde74,spotTransfer,HYPE,74069.26241776,,1870915.499391,0x2222222222222222222222222222222222222222,0x77c3ea550d2da44b120e55071f57a108f8dd5e45,0.0,0.0,
2025-02-21T05:22:48.027000,0x569b0f80f62e777e53b8041e2aafdc01d10025cd466e2a8f46fd3097921291f7,spotTransfer,HYPE,2898.5999,,72070.787913,0x2222222222222222222222222222222222222222,0x77c3ea550d2da44b120e55071f57a108f8dd5e45,0.0,0.0,
2025-02-21T05:09:00.129000,0xc4d237840b145a76b9c4041e2a879901d700dac11d1ef2e289bf97e289cd8e45,spotTransfer,HYPE,6344.685,,158223.75453,0x2222222222222222222222222222222222222222,0x77c3ea550d2da44b120e55071f57a108f8dd5e45,0.0,0.0,
2025-02-21T03:34:44.086000,0x9839fe9afb0d3b70ff98041e297afb02011800fe52506b14a3d98965caeb1657,spotTransfer,HYPE,22404.04798783,,555373.9455490001,0x2222222222222222222222222222222222222222,0x77c3ea550d2da44b120e55071f57a108f8dd5e45,0.0,0.0,
2025-02-20T19:59:44.122000,0x95a93cd95cd9a6e597d5041e245c76020234009322b3f5c82199174befd4b7a9,spotTransfer,HYPE,5398.47873018,,132640.6224,0x2222222222222222222222222222222222222222,0x77c3ea550d2da44b120e55071f57a108f8dd5e45,0.0,0.0,
2025-02-20T15:45:26.052000,0x4859c011ff6970b55ff5041e21728c010100cf995353f83de4acfc19f7bcd52c,spotTransfer,HYPE,1030.8476945,,25385.655324,0x2222222222222222222222222222222222222222,0x77c3ea550d2da44b120e55071f57a108f8dd5e45,0.0,0.0,
2025-02-20T14:39:50.018000,0xe92b5be11abadc64d1cf041e20b1e302017b00d31b9220f818363b86b2ffac19,spotTransfer,HYPE,10710.80265906,,265949.230022,0x2222222222222222222222222222222222222222,0x77c3ea550d2da44b120e55071f57a108f8dd5e45,0.0,0.0,
2025-02-20T06:19:18.056000,0x00ead44905f9a5cdd6a7041e1b17e7020241001054554ac8f4e10bb8e175158b,spotTransfer,HYPE,81.0,,1979.478,0x2222222222222222222222222222222222222222,0x77c3ea550d2da44b120e55071f57a108f8dd5e45,0.0,0.0,
2025-02-20T06:15:26.031000,0xd2a8bb887072a55aa7d7041e1b0d560201c50029ff3e8a0dcf6c64fdb91622c9,spotTransfer,HYPE,270.17734021,,6602.864017,0x2222222222222222222222222222222222222222,0x77c3ea550d2da44b120e55071f57a108f8dd5e45,0.0,0.0,
2025-02-20T05:17:50.046000,0x224e269a587add2c93c0041e1a6bae016700fb9df47e08589f840f32b42e23d6,spotTransfer,HYPE,1334.02549869,,32919.747231,0x2222222222222222222222222222222222222222,0x77c3ea550d2da44b120e55071f57a108f8dd5e45,0.0,0.0,
2025-02-20T03:54:58.093000,0x5b0540a41919a4b07582041e197d85010b00791e9dc4ec7285e072f18d1277d2,spotTransfer,HYPE,607.849,,15022.380186,0x2222222222222222222222222222222222222222,0x77c3ea550d2da44b120e55071f57a108f8dd5e45,0.0,0.0,
2025-02-20T01:10:00.048000,0x6dcb7d0f4422f8829fe9041e17a324010100cf63647bc9e6273d184cca9da825,spotTransfer,HYPE,7094.025868,,173392.180265,0x2222222222222222222222222222222222222222,0x77c3ea550d2da44b120e55071f57a108f8dd5e45,0.0,0.0,
2025-02-19T14:12:58.030000,0x6363656588e30e3782e9041e102151016e00c9e30d62c7779073f177daab6131,spotTransfer,HYPE,7846.41496234,,181220.79997,0x2222222222222222222222222222222222222222,0x77c3ea550d2da44b120e55071f57a108f8dd5e45,0.0,0.0,
2025-02-19T03:16:42.061000,0xff209a75b771e43513c2041e08b88902021c00da816e9c9bb74406397e531c71,spotTransfer,HYPE,2614.34104188,,62600.396247,0x2222222222222222222222222222222222222222,0x77c3ea550d2da44b120e55071f57a108f8dd5e45,0.0,0.0,
2025-02-18T22:27:08.050000,0x5422a5a5eeaa9077e979041e05734101b9002efda514d8fe769e3d09dee13096,spotTransfer,HYPE,375.9150643,,8874.602837,0x2222222222222222222222222222222222222222,0x77c3ea550d2da44b120e55071f57a108f8dd5e45,0.0,0.0,
2025-02-18T20:03:06.021000,0x6fee0ea3e335565ced7d041e03ca440201eb0015b6e21d1c1935fbf4fcc9c556,spotTransfer,HYPE,201.90453222,,4750.813643,0x2222222222222222222222222222222222222222,0x77c3ea550d2da44b120e55071f57a108f8dd5e45,0.0,0.0,
2025-02-18T19:39:42.067000,0x610deab3420b9741422d041e03850102010f00b97f3ae7eec9dc53ded2efb09b,spotTransfer,HYPE,42.0,,969.36,0x2222222222222222222222222222222222222222,0x77c3ea550d2da44b120e55071f57a108f8dd5e45,0.0,0.0,
2025-02-18T19:35:38.056000,0x602f4340eb38e957d94d041e0379100128001ee751d72574c4de408a6d692bf6,spotTransfer,HYPE,210.0,,4813.41,0x2222222222222222222222222222222222222222,0x77c3ea550d2da44b120e55071f57a108f8dd5e45,0.0,0.0,
2025-02-18T17:37:56.042000,0x540b535ece3a95864da6041e021b5a02016400b853616d4d76a90d0aa6a4b8e9,spotTransfer,HYPE,1.0,,22.508,0x2222222222222222222222222222222222222222,0x77c3ea550d2da44b120e55071f57a108f8dd5e45,0.0,0.0,
2025-02-18T17:09:08.122000,0xd2d11198211bc8e50a9b041e01c5da02027900a629f03f74bce5bf51d7bb93d6,spotTransfer,HYPE,0.33848102,,7.820603,0x77c3ea550d2da44b120e55071f57a108f8dd5e45,0x20e97805af96ec2adeb7b2f0cea61b1414d5328c,0.0,0.0,
2025-02-18T17:08:34.833000,0x37434debd6a4e48f90a6041e01c43702024b006f539898c195b6f6f030efa4d7,internalTransfer,,,,,0x77c3ea550d2da44b120e55071f57a108f8dd5e45,0x20e97805af96ec2adeb7b2f0cea61b1414d5328c,1.0,,
2025-02-18T16:43:43.592000,0xeeb40dcf43536f221d34041e017aeb0201d400ce7e38fd3526b9d3d842c90ed6,spotTransfer,HYPE,4.0,,92.068,0x77c3ea550d2da44b120e55071f57a108f8dd5e45,0x2222222222222222222222222222222222222222,1.0,0.0,
2025-02-18T16:43:01.421000,0xdf7b4d69181c77a51e72041e0178d002020000734f2c0fa3083a8116ca62e22c,accountClassTransfer,,,,,,,,,
2025-02-18T16:42:39.420000,0x2c01bffd515bd5fb6c1f1939b666d6c58c67a16b96c551c29917c252cce6d2f3,deposit,,,,,,,,,
