snapped_at,price,market_cap,total_volume
2025-02-21 00:00:00 UTC,24.93809327446621,0.0,196816.12698057
2025-02-22 00:00:00 UTC,24.93809327446621,0.0,196816.12698057
2025-02-23 00:00:00 UTC,24.828687733298786,0.0,214404.3847795812
2025-02-24 00:00:00 UTC,22.849790286179033,0.0,159376.51198339582
2025-02-25 00:00:00 UTC,19.985873383058426,0.0,95976.0765659223
2025-02-26 00:00:00 UTC,20.169896635466944,0.0,159279.7226977272
2025-02-27 00:00:00 UTC,19.519640663285312,0.0,221760.65911485744
2025-02-28 00:00:00 UTC,20.85342541319072,11532507.908799335,116700.10920249461
2025-03-01 00:00:00 UTC,20.133516872745826,11580245.41625384,96281.78887248396
2025-03-02 00:00:00 UTC,19.4380454739046,13123712.659273446,147504.73653056516
2025-03-03 00:00:00 UTC,20.475357229149378,14289890.65340651,195173.99243422507
2025-03-04 00:00:00 UTC,17.764012186484905,12214271.091027094,317941.39070013235
2025-03-05 00:00:00 UTC,17.347065707092675,13825217.130660553,806057.3514418676
2025-03-06 00:00:00 UTC,17.2571759447279,14217345.560004564,313887.0280057454
2025-03-07 00:00:00 UTC,15.417315259219025,14323672.151073506,507564.78964823077
2025-03-08 00:00:00 UTC,15.033398124040005,15175212.477557464,287368.5355479796
2025-03-09 00:00:00 UTC,15.110250378401926,18125408.96042512,196783.44055632822
2025-03-10 00:00:00 UTC,14.37163632721917,18313383.19967041,212330.22981222064
2025-03-11 00:00:00 UTC,13.656670014273203,18413016.656337716,334834.3436820764
2025-03-12 00:00:00 UTC,13.71889484830124,19109369.41563031,776288.6216302866
2025-03-13 00:00:00 UTC,13.22653140702674,20122136.697437808,1157806.1622665967
2025-03-14 00:00:00 UTC,12.3564338991586,18902162.44557551,521385.2297839937
2025-03-15 00:00:00 UTC,13.77037074337398,21754688.99896564,801186.0711807095
2025-03-16 00:00:00 UTC,14.334694966558523,23293891.171881415,758960.443579358
2025-03-17 00:00:00 UTC,12.999194412144925,22102076.243071325,812598.9039449266
2025-03-18 00:00:00 UTC,13.255405730463105,23345499.14990577,2031225.9356690182
2025-03-19 00:00:00 UTC,14.122922845566762,25777685.065943792,3382454.996623783
2025-03-20 00:00:00 UTC,15.60901253649329,29338268.521079887,3618399.048109093
2025-03-21 00:00:00 UTC,14.206872463588171,27333729.397906464,4705864.171825614
2025-03-22 00:00:00 UTC,15.870956525660947,31646141.919735063,4955071.010005265
2025-03-23 00:00:00 UTC,15.565322352887133,31827896.497539256,3665869.714214694
2025-03-24 00:00:00 UTC,16.18778898845161,34996356.45349669,2287245.776189164
2025-03-25 00:00:00 UTC,17.03359329782279,42931888.5408083,2812404.1426912984
2025-03-26 00:00:00 UTC,16.059772686591653,43311485.2164424,2963787.819853484
2025-03-27 00:00:00 UTC,14.12308971216911,42282176.8196117,2856928.142278866
2025-03-28 00:00:00 UTC,14.62757902092665,47491788.453149594,3231176.8028013245
2025-03-29 00:00:00 UTC,13.357657308899713,42267690.567433365,2187410.804332969
2025-03-30 00:00:00 UTC,12.805724788216695,40717367.212451205,1198180.3397539228
2025-03-31 00:00:00 UTC,12.452150174300083,39003733.74832899,1917672.9805161133
2025-04-01 00:00:00 UTC,12.975621885748824,45304729.853559315,2150347.582240666
2025-04-02 00:00:00 UTC,13.308483339207788,46373735.76788372,2626178.611005163
2025-04-03 00:00:00 UTC,11.769016631331894,44706806.451356016,2076529.7196391337
2025-04-04 00:00:00 UTC,11.688003699087181,45668600.532443754,1858269.317368445
2025-04-05 00:00:00 UTC,11.910958355267175,48462177.971775,1899944.8728471727
2025-04-06 00:00:00 UTC,12.028256229609623,49273686.683306314,2309656.349184137
2025-04-07 00:00:00 UTC,10.218569186650894,42378216.9448031,1279906.97791982
2025-04-08 00:00:00 UTC,11.444994096148015,49632474.089253075,1050451.81543693
2025-04-09 00:00:00 UTC,11.261575540253052,54637163.92517897,1252337.1901095256
2025-04-10 00:00:00 UTC,13.595980489379539,70642399.34524748,1459861.4637180958
2025-04-11 00:00:00 UTC,14.260917986466362,72834999.78923756,1287015.55502646
2025-04-12 00:00:00 UTC,15.784139641881511,81461290.96231598,2069081.0097542116
2025-04-13 00:00:00 UTC,16.320067946873298,90919966.33029933,1104459.7166859654
2025-04-14 00:00:00 UTC,15.44221217688702,81878359.17378153,1561719.9310595586
2025-04-15 00:00:00 UTC,15.780977000025091,92650372.4530474,1246736.1605567737
2025-04-16 00:00:00 UTC,15.122192342730798,89360130.21107307,2278121.9179369966
2025-04-17 00:00:00 UTC,15.7833524790382,93935810.78645481,1712751.621908557
2025-04-18 00:00:00 UTC,17.153524976790838,105071688.54978769,2153719.1314442353
2025-04-19 00:00:00 UTC,17.043339164606518,110123673.10153171,1181329.5658924512
2025-04-20 00:00:00 UTC,17.98528202615311,116744683.93471557,1126294.6120222653
2025-04-21 00:00:00 UTC,17.45966165188864,113167358.71276248,1277457.1063993871
2025-04-22 00:00:00 UTC,18.113311915475975,117447252.88429095,1660009.8642876646
2025-04-23 00:00:00 UTC,19.257394971478686,125857925.92277728,2058251.4520913046
2025-04-24 00:00:00 UTC,18.387334064731608,122181301.76611274,1389227.0676870719
2025-04-25 00:00:00 UTC,18.83561070009986,127523289.07219285,2133740.474011386
2025-04-26 00:00:00 UTC,18.418630469917638,128049054.29293697,2607133.6472068084
2025-04-27 00:00:00 UTC,17.93138368844856,126301597.77986294,2254029.573693085
2025-04-28 00:00:00 UTC,17.374764697955495,122986040.408122,2391859.2266192213
2025-04-29 00:00:00 UTC,18.700120289274107,134869505.15852833,2802297.1845351188
2025-04-30 00:00:00 UTC,18.530002139170282,142884150.4449227,1948814.9161158993
2025-05-01 00:00:00 UTC,19.961398101856783,169972161.92202893,1966570.0355312584
2025-05-02 00:00:00 UTC,19.845936566417137,173699689.85171705,2063037.5641022061
2025-05-03 00:00:00 UTC,20.765907165997945,184322622.4729172,2181970.3057772545
2025-05-04 00:00:00 UTC,20.968149656525533,191459370.52360317,2125007.855443483
2025-05-05 00:00:00 UTC,19.895185724103047,179124165.45499057,2564300.6844323026
2025-05-06 00:00:00 UTC,20.262518707508196,196280360.91518053,3740847.7710264353
2025-05-07 00:00:00 UTC,20.983584146359423,209053145.67387787,2625909.704077891
2025-05-08 00:00:00 UTC,21.012796829592766,212557370.4116005,5104051.502558875
2025-05-09 00:00:00 UTC,23.256786585982837,271465500.3917637,7384820.989025575
2025-05-10 00:00:00 UTC,24.730513739470542,288102683.8278712,6610446.8559515495
2025-05-11 00:00:00 UTC,26.24615496258687,295393565.0796865,4817005.383123641
2025-05-12 00:00:00 UTC,24.871186960184048,282392930.10774785,4200812.891665465
2025-05-13 00:00:00 UTC,24.8553109085526,281900820.391218,2648083.768745944
2025-05-14 00:00:00 UTC,25.83692511725764,292220659.2133523,2254665.4365466395
2025-05-15 00:00:00 UTC,25.153928350292315,274422934.4287221,1852647.784554824
2025-05-16 00:00:00 UTC,26.12300297439903,287736431.90922886,1969073.0386976718
2025-05-17 00:00:00 UTC,26.98324756661838,295964623.26790476,1474137.143717984
2025-05-18 00:00:00 UTC,25.89247858283644,287477257.7610069,2498554.39879008
2025-05-19 00:00:00 UTC,27.178235940820244,301631377.3934084,1465704.7607505128
2025-05-20 00:00:00 UTC,26.591993433368344,291283926.3197693,844314.4025811042
2025-05-21 00:00:00 UTC,26.4960096273591,286669287.95588046,1119956.037802607
2025-05-22 00:00:00 UTC,28.241732475212675,304939172.8460319,2436148.7295640064
2025-05-23 00:00:00 UTC,33.18260425331258,365011103.2366221,5067167.213171629
2025-05-24 00:00:00 UTC,32.67535596062671,353684478.2745891,3054853.6181680704
2025-05-25 00:00:00 UTC,35.211631214858336,379502112.53915685,2005850.4879585302
2025-05-26 00:00:00 UTC,38.79087547745475,420705080.4561739,1491744.761163803
2025-05-27 00:00:00 UTC,37.26767962107072,395755198.8001487,1983970.2787589778
2025-05-28 00:00:00 UTC,35.72202028579473,389238954.25908905,1929749.4786610457
2025-05-29 00:00:00 UTC,34.216803071996885,366377633.5636707,3888948.3703223146
2025-05-30 00:00:00 UTC,31.51154654538623,344141499.38395333,2848669.0142631195
2025-05-31 00:00:00 UTC,32.73386793058357,351992202.5111705,2466922.3390479987
2025-06-01 00:00:00 UTC,32.887639366496195,357522873.39674926,1630193.6094279606
2025-06-02 00:00:00 UTC,34.10528921346217,372560371.2617396,1492628.533523321
2025-06-03 00:00:00 UTC,36.54428166131782,399261415.66262394,2167164.8968907455
2025-06-04 00:00:00 UTC,36.37389326471976,400732070.4849154,1546452.6570891822
2025-06-05 00:00:00 UTC,35.637893564021354,392424028.46943414,2632379.155807013
2025-06-06 00:00:00 UTC,34.07036538032448,374740015.4667869,1966417.6668006706
2025-06-07 00:00:00 UTC,33.367028369631925,367007424.9682691,1332109.8581830089
2025-06-08 00:00:00 UTC,34.9113929576628,384038260.86341053,751899.0986226839
2025-06-09 00:00:00 UTC,35.01088688417566,384579784.23536205,2015001.2250471343
2025-06-10 00:00:00 UTC,38.77092089963798,426463101.41966766,2500745.303325506
2025-06-11 00:00:00 UTC,42.11108361611311,464973023.4581041,2305736.867689827
2025-06-12 00:00:00 UTC,41.85959093530004,460562973.61220306,2324185.0368130626
2025-06-13 00:00:00 UTC,40.852253260209245,471136172.32943827,1801623.042839429
2025-06-14 00:00:00 UTC,42.38340853297367,485979271.911946,1613419.1313801873
2025-06-15 00:00:00 UTC,40.0753600888915,458663678.25183266,1434187.445790597
2025-06-16 00:00:00 UTC,41.13755635138402,472117435.9848707,1190422.0848254352
2025-06-17 00:00:00 UTC,42.25765215678411,498551482.901837,1214502.0560887973
2025-06-18 00:00:00 UTC,40.23878684044148,469391937.7510453,3443789.715469533
2025-06-19 00:00:00 UTC,39.19921276279051,466830561.5839726,1592328.159232562
2025-06-20 00:00:00 UTC,36.896023638160436,436004240.7988557,2268716.0424576527
2025-06-21 00:00:00 UTC,33.34045403079657,387639617.82446307,4642545.277490471
2025-06-22 00:00:00 UTC,33.74720649366,392847804.45446974,1460674.7416653426
2025-06-23 00:00:00 UTC,35.71426391690825,405558173.2013477,677738.3224798385
2025-06-24 00:00:00 UTC,38.345811419881436,445129988.71890837,1187722.2112815583
2025-06-25 00:00:00 UTC,37.50649294559516,430348762.8445253,1936671.9527835166
2025-06-26 00:00:00 UTC,36.95068969949242,426811645.42552304,1120769.6192563213
2025-06-27 00:00:00 UTC,35.75327605254697,413672818.41068417,638456.6175438495
2025-06-28 00:00:00 UTC,36.54532788255641,428523218.01948273,1004828.543339391
2025-06-29 00:00:00 UTC,37.67267548375101,444225050.0082226,651722.6842640799
2025-06-30 00:00:00 UTC,39.73140567426933,470623533.35895836,359016.2011140372
2025-07-01 00:00:00 UTC,39.42313753421892,469309027.25063056,510987.88982655806
2025-07-02 00:00:00 UTC,36.93163045035488,446665493.704849,979067.2543780531
2025-07-03 00:00:00 UTC,40.000972553928925,481122124.2204547,731785.788686066
2025-07-04 00:00:00 UTC,40.17876585692092,488201901.10259134,495248.244174201
2025-07-05 00:00:00 UTC,39.15277504455662,485581135.44477904,2388525.044174562
2025-07-06 00:00:00 UTC,39.082557864724684,486822630.2554307,414348.99524110346
2025-07-07 00:00:00 UTC,39.80282861762299,496978456.5200612,630595.7309966836
2025-07-08 00:00:00 UTC,38.675507739575856,478207845.7860682,609481.9747414108
2025-07-09 00:00:00 UTC,38.91985882431264,454604831.5656543,1330426.0479617077
2025-07-10 00:00:00 UTC,40.822664280615804,466420121.48822623,1062810.1020322968
2025-07-11 00:00:00 UTC,43.88083312197079,505271279.1206759,1673972.7859486686
2025-07-12 00:00:00 UTC,46.209455546775125,530296926.4305365,1903163.5442777057
2025-07-13 00:00:00 UTC,47.12230568542639,541049216.3934848,1314599.7403647914
2025-07-14 00:00:00 UTC,48.74614407342772,543587703.0313216,3171449.701334597
