snapped_at,lhype-usd-max,purr-usd-max,hl-usd-max,usdt0-usd-max,wgc-usd-max,ubtc-usd-max,ush-usd-max,rusdc-hyper-usd-max,usde-usd-max,licko-usd-max,xaut0-usd-max,kitten-usd-max,usdxl-usd-max,sthype-usd-max,kei-usd-max,feusd-usd-max,whlp-usd-max,hfun-usd-max,pip-usd-max,buddy-usd-max,ueth-usd-max,hwhlp-usd-max,liqd-usd-max,whype-usd-max
2024-10-22 00:00:00+00:00,,605204180.1232005,,,6940737980.132881,,,,,,,,,,,,,997433.97555158,,,,,,
2024-10-23 00:00:00+00:00,,598343279.8169,,,6948095196.523083,,,,,,,,,,,,,993539.0834441308,,,,,,
2024-10-24 00:00:00+00:00,,598341752.9345305,,,6942000000.003087,,,,,,,,,,,,,997427.63035165,,,,,,
2024-10-25 00:00:00+00:00,,598337349.7637299,,,6942000000.000002,,,,,,,,,,,,,997421.2500833803,,,,,,
2024-10-26 00:00:00+00:00,,597033948.8528296,,,6973282315.831019,,,,,,,,,,,,,995042.9518891649,,,,,,
2024-10-27 00:00:00+00:00,,598320476.6759396,,,6940680920.108695,,,,,,,,,,,,,997427.8426756827,,,,,,
2024-10-28 00:00:00+00:00,,598304246.7930244,,,6942000000.0,,,,,,,,,,,,,997721.3578037817,,,,,,
2024-10-29 00:00:00+00:00,,598172910.2709944,,,6944731019.210982,,,,,,,,,,,,,997371.6333047461,,,,,,
2024-10-30 00:00:00+00:00,,597181075.1661042,,,6942000000.002103,,,,,,,,,,,,,997101.9882447748,,,,,,
2024-10-31 00:00:00+00:00,,598368666.8159308,,,7105396899.46267,,,,,,,,,,,,,994546.2898378975,,,,,,
2024-11-01 00:00:00+00:00,,598857512.6876419,,,6942000000.0022545,,,,,,,,,,,,,998105.9588073787,,,,,,
2024-11-02 00:00:00+00:00,,598222963.7890005,,,6937019734.714826,,,,,,,,,,,,,996662.6520429609,,,,,,
2024-11-03 00:00:00+00:00,,598256906.890942,,,6945963442.423963,,,,,,,,,,,,,997330.6191221828,,,,,,
2024-11-04 00:00:00+00:00,,598631745.4276085,,,6942000000.0,,,,,,,,,,,,,997384.3586957601,,,,,,
2024-11-05 00:00:00+00:00,,597985683.4827613,,,6942000000.0,,,,,,,,,,,,,995915.1230305322,,,,,,
2024-11-06 00:00:00+00:00,,598501002.9824094,,,6941999999.999999,,,,,,,,,,,,,997602.6266454586,,,,,,
2024-11-07 00:00:00+00:00,,598402715.7269142,,,6941915059.2849245,,,,,,,,,,,,,997728.9664303887,,,,,,
2024-11-08 00:00:00+00:00,,598416573.2148743,,,6941999999.999998,,,,,,,,,,,,,997656.8723031124,,,,,,
2024-11-09 00:00:00+00:00,,598182625.9558971,,,6942858116.10389,,,,,,,,,,,,,997228.2220070544,,,,,,
2024-11-10 00:00:00+00:00,,599405471.8751782,,,6933848248.851569,,,,,,,,,,,,,998660.835372385,,,,,,
2024-11-11 00:00:00+00:00,,597994358.8070717,,,6942026430.105455,,,,,,,,,,,,,996934.5820867899,,,,,,
2024-11-12 00:00:00+00:00,,598481248.0874717,,,6939140731.4531765,,,,,,,,,,,,,1000114.3414475288,,,,,,
2024-11-13 00:00:00+00:00,,598269754.6780927,,,6942000000.0,,,,,,,,,,,,,996076.0177950072,,,,,,
2024-11-14 00:00:00+00:00,,598441125.5340266,,,6947068932.258767,,,,,,,,,,,,,997659.6721560772,,,,,,
2024-11-15 00:00:00+00:00,,599084987.0167786,,,6942000000.0,,,,,,,,,,,,,996436.2775418352,,,,,,
2024-11-16 00:00:00+00:00,,594329095.8303962,,,6938966998.842913,,,,,,,,,,,,,997734.4826958234,,,,,,
2024-11-17 00:00:00+00:00,,597807688.770996,,,6935989197.547887,,,,,,,,,,,,,995864.0713935007,,,,,,
2024-11-18 00:00:00+00:00,,597980669.1591032,,,6942000000.002161,,,,,,,,,,,,,997878.890222611,,,,,,
2024-11-19 00:00:00+00:00,,597964487.4215025,,,7013320260.070195,,,,,,,,,,,,,998312.668594965,,,,,,
2024-11-20 00:00:00+00:00,,598377028.5164013,,,6859850942.674037,,,,,,,,,,,,,997648.779915862,,,,,,
2024-11-21 00:00:00+00:00,,597872739.0431024,,,6927630846.10062,,,,,,,,,,,,,997116.5885181434,,,,,,
2024-11-22 00:00:00+00:00,,598045302.4030074,,,6943367885.59118,,,,,,,,,,,,,997037.4707289869,,,,,,
2024-11-23 00:00:00+00:00,,597406322.4864113,,,6920420735.925465,,,,,,,,,,,,,999308.4999326476,,,,,,
2024-11-24 00:00:00+00:00,,597828214.6049372,,,6839363522.772455,,,,,,,,,,,,,996939.3149431268,,,,,,
2024-11-25 00:00:00+00:00,,598077170.4671131,,,6915658575.493698,,,,,,,,,,,,,997413.9123033121,,,,,,
2024-11-26 00:00:00+00:00,,598382490.3228393,,,6942000000.001096,,,,,,,,,,,,,992481.5258396236,,,,,,
2024-11-27 00:00:00+00:00,,597797653.8064309,,,6942000000.000366,,,,,,,,,,,,,997339.9432374196,,,,,,
2024-11-28 00:00:00+00:00,,597725670.0969009,,,6928098798.288164,,,,,,,,,,,,,996962.3140609364,,,,,,
2024-11-29 00:00:00+00:00,,598078743.2866412,,,6942000000.001132,,,,,,,,,,,,,997335.4748137,,,,,,
2024-11-30 00:00:00+00:00,,573361389.4073668,,,9441724084.367935,,,,,,,,,,,,,999282.3506842004,,,,,,
2024-12-01 00:00:00+00:00,,598159639.4578202,,,9438232922.576952,,,,,,,,,,,,,997053.0743174257,,,,,,
2024-12-02 00:00:00+00:00,,598204002.2757555,,,9386244963.663523,,,,,,,,,,,,,997379.4542245445,,,,,,
2024-12-03 00:00:00+00:00,,600032270.2763646,,,9458250811.180294,,,,,,,,,,,,,998138.3037361677,,,,,,
2024-12-04 00:00:00+00:00,,598266631.426997,,,9419337374.559345,,,,,,,,,,,,,997347.3587466689,,,,,,
2024-12-05 00:00:00+00:00,,598519217.350822,,,9423992091.397669,,,,,,,,,,,,,997779.6534650106,,,,,,
